aegis_path,subsystem,aegis_lines,reference_counterpart,reference_lines,match_reason,parity_action
tests/test_dashboard_file_safety.py,tests,41,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_dashboard_ops.py,tests,109,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_deferred_tools.py,tests,65,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_delegation_defaults.py,tests,75,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_desktop_cli.py,tests,501,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_display_config.py,tests,43,tests/gateway/test_display_config.py,558,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_doctor_probes.py,tests,141,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_firstrun.py,tests,65,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_gateway_adapter_contract.py,tests,190,tests/gateway/* + gateway/platforms/* contract tests,,phase-7 fake gateway adapter contract suite,Keep fake-adapter contract matrix synced with built-in and bridge platform registries.
tests/test_gateway_commands.py,tests,1714,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_gateway_inbound.py,tests,5335,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_gateway_message_timestamps.py,tests,97,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_gateway_queue_ops.py,tests,95,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_gateway_service.py,tests,97,tests/aegis_cli/test_gateway_service.py,3154,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_gateway_status.py,tests,224,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_generated_reference_docs.py,tests,19,tests/* docs drift checks,,Phase 5 generated docs drift test added after baseline map,"Fail when generated docs drift from parser, registry, or API route table."
tests/test_goals.py,tests,125,tests/aegis_cli/test_goals.py,1569,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_governor.py,tests,88,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_gstack.py,tests,56,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_handoff_lanes_mixture.py,tests,78,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_hardening.py,tests,187,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_harness_fixes.py,tests,142,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_insights.py,tests,58,tests/agent/test_insights.py,733,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_installers.py,tests,127,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_kanban_kernel.py,tests,211,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_kanban_tool.py,tests,69,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_learn_recall.py,tests,431,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_lifecycle_consolidation.py,tests,309,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_live_activity.py,tests,65,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_lsp.py,tests,118,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_marketplace_sources.py,tests,259,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_mcp_catalog.py,tests,194,tests/aegis_cli/test_mcp_catalog.py,815,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_memory_lifecycle.py,tests,918,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_memory_parity.py,tests,178,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_memory_provider_surfaces.py,tests,284,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_memory_wiring.py,tests,312,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_menu.py,tests,55,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_net_and_edit.py,tests,1537,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_observability.py,tests,659,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_onboarding.py,tests,827,tests/agent/test_onboarding.py,312,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_oneshot.py,tests,39,tests/agent/test_oneshot.py,111,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_overhaul_wave1.py,tests,81,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_packaging.py,tests,75,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_parity_ledger.py,tests,236,tests/* parity/release checks,,Phase 0 parity ledger tests added after baseline map,Keep/add tests proving parity coverage cannot lose mapped rows.
tests/test_phases.py,tests,875,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_plan_mode.py,tests,30,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_product_surfaces.py,tests,3844,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_profiles_cli.py,tests,56,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_provider_model_inventory.py,tests,344,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_providers.py,tests,1997,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_quick_memory.py,tests,62,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_release_provenance.py,tests,56,release artifact provenance tests,,Phase 13 release provenance tests,"Cover hash/SBOM generation, drift detection, and empty-artifact guard."
tests/test_reliability.py,tests,189,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_repomap.py,tests,78,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_resilience.py,tests,303,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_rpc_surface.py,tests,113,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_sdk.py,tests,500,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_secret_capture.py,tests,90,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_self_improve.py,tests,119,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_self_learning.py,tests,533,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_semantic_index.py,tests,79,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_server.py,tests,6462,tests/acp/test_server.py,1863,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_session_checks.py,tests,331,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_session_config.py,tests,311,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_session_locks.py,tests,39,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_skills_memory.py,tests,782,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_smoke.py,tests,507,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_spec.py,tests,86,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_streaming_speech.py,tests,53,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_terminal_trail.py,tests,190,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_thinking.py,tests,128,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_thinking_recovery.py,tests,78,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_tool_schema_validation.py,tests,250,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_tool_toggle.py,tests,99,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_tools.py,tests,1434,tests/acp/test_tools.py,639,same test filename,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_tracing_evals.py,tests,379,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_tui.py,tests,57,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_typed_subagents.py,tests,444,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_ui_verify.py,tests,66,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_ultracode_command.py,tests,31,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_ultracode_loop.py,tests,90,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_upgrades_batch.py,tests,250,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
tests/test_wakeups.py,tests,141,tests/*,,add/align behavior contract tests,Keep/add tests proving AEGIS-like behavior in AEGIS runtime.
uninstall.sh,repo-root,27,,,no close reference path by simple scan,Decide if this remains AEGIS-specific or add parity equivalent/tests.
web/index.html,repo-root,13,apps/bootstrap-installer/index.html,13,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/package-lock.json,repo-root,3449,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/package.json,repo-root,35,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/public/favicon.svg,repo-root,13,website/static/img/favicon.svg,4,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/src/App.tsx,dashboard-ui,234,web/src/App.tsx,1266,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/AutoField.tsx,dashboard-ui,95,web/src/components/AutoField.tsx,207,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/CommandPalette.tsx,dashboard-ui,216,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ErrorBoundary.tsx,dashboard-ui,30,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/Mark.tsx,dashboard-ui,20,web/src/components/Markdown.tsx,384,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/Markdown.tsx,dashboard-ui,134,web/src/components/Markdown.tsx,384,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/Sidebar.tsx,dashboard-ui,129,web/src/components/ChatSidebar.tsx,538,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ThemeSwitcher.tsx,dashboard-ui,70,web/src/components/ThemeSwitcher.tsx,369,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/TitleBar.tsx,dashboard-ui,78,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ToolCall.tsx,dashboard-ui,165,web/src/components/ToolCall.tsx,229,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/icons.tsx,dashboard-ui,73,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ui.tsx,dashboard-ui,275,web/src/components/ScheduleBuilder.tsx,274,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/index.css,dashboard-ui,98,web/src/index.css,270,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/api.ts,dashboard-ui,344,web/src/lib/api.ts,2255,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/cn.ts,dashboard-ui,7,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/desktop.ts,dashboard-ui,167,web/src/* or apps/*,,Phase 12 desktop lifecycle bridge types,Type the Electron lifecycle descriptor consumed by DesktopShell.
web/src/lib/format.ts,dashboard-ui,57,web/src/lib/format.ts,10,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/nav.ts,dashboard-ui,67,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/pluginNav.ts,dashboard-ui,104,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/transcript.ts,dashboard-ui,53,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/useApi.ts,dashboard-ui,21,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/main.tsx,dashboard-ui,13,web/src/main.tsx,26,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Agents.tsx,dashboard-ui,437,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Analytics.tsx,dashboard-ui,70,web/src/pages/AnalyticsPage.tsx,605,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Channels.tsx,dashboard-ui,345,web/src/pages/ChannelsPage.tsx,891,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Chat.tsx,dashboard-ui,119,web/src/components/ChatSessionList.tsx,261,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/ChatGraphical.tsx,dashboard-ui,26,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/CommandCenter.tsx,dashboard-ui,502,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Config.tsx,dashboard-ui,257,web/src/components/ToolsetConfigDrawer.tsx,458,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Cron.tsx,dashboard-ui,491,web/src/pages/CronPage.tsx,918,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/DesktopShell.tsx,dashboard-ui,616,web/src/* or apps/*,,Phase 12 desktop lifecycle UI,"Show desktop lifecycle, update stage, and crash history in the existing desktop operations rail."
web/src/pages/Docs.tsx,dashboard-ui,60,web/src/pages/DocsPage.tsx,70,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Files.tsx,dashboard-ui,186,web/src/components/ProfileScopeBanner.tsx,31,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/GraphicalChat.tsx,dashboard-ui,1105,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Kanban.tsx,dashboard-ui,360,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Keys.tsx,dashboard-ui,96,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Logs.tsx,dashboard-ui,99,web/src/pages/LogsPage.tsx,247,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Mcp.tsx,dashboard-ui,186,web/src/pages/McpPage.tsx,835,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Memory.tsx,dashboard-ui,65,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Models.tsx,dashboard-ui,417,web/src/pages/ModelsPage.tsx,1086,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Overview.tsx,dashboard-ui,335,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Pairing.tsx,dashboard-ui,99,web/src/pages/PairingPage.tsx,277,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Placeholder.tsx,dashboard-ui,17,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Plugins.tsx,dashboard-ui,543,web/src/pages/PluginsPage.tsx,581,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Profiles.tsx,dashboard-ui,161,web/src/components/ProfileScopeBanner.tsx,31,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/PromptAudit.tsx,dashboard-ui,190,web/src/pages/SessionsPage.tsx + prompt/context audit surfaces,,Phase 1 prompt audit dashboard page added after baseline map,Match AEGIS prompt/context audit affordance; wire to AEGIS prompt-audit API and tests.
web/src/pages/ProviderAuth.tsx,dashboard-ui,162,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/RuntimeProfiles.tsx,dashboard-ui,167,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Security.tsx,dashboard-ui,131,web/src/pages/SecurityPage.tsx + dashboard security/policy surfaces,,Phase 11 security policy simulator dashboard page added after baseline map,Match AEGIS security/policy simulator affordance; wire to AEGIS security audit and policy-simulate APIs/tests.
web/src/pages/Sessions.tsx,dashboard-ui,378,web/src/pages/SessionsPage.tsx,1740,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Skills.tsx,dashboard-ui,754,web/src/pages/SkillsPage.tsx,1635,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/System.tsx,dashboard-ui,405,web/src/contexts/SystemActions.tsx,137,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Tools.tsx,dashboard-ui,236,web/src/components/ToolsetConfigDrawer.tsx,458,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/TraceTimeline.tsx,dashboard-ui,157,web/src/pages/SessionsPage.tsx + trace/timeline surfaces,,Phase 2 trace timeline dashboard page added after baseline map,Match AEGIS trace timeline affordance; wire to AEGIS trace/session/run timeline APIs and tests.
web/src/pages/Webhooks.tsx,dashboard-ui,51,web/src/pages/WebhooksPage.tsx,614,fuzzy web component/page name,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/plugins/host.tsx,dashboard-ui,639,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/themes/ThemeProvider.tsx,dashboard-ui,92,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/themes/presets.ts,dashboard-ui,354,web/src/themes/presets.ts,312,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/src/themes/types.ts,dashboard-ui,61,web/src/themes/types.ts,219,same web path,Match reference UX affordance where useful; wire to AEGIS APIs and tests.
web/tsconfig.json,repo-root,22,apps/bootstrap-installer/tsconfig.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/vite.config.ts,repo-root,53,apps/bootstrap-installer/vite.config.ts,47,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
