aegis_path,subsystem,phase,status,evidence,notes
aegis/builtin_skills/creative/comfyui/scripts/auto_fix_deps.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/check_deps.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/comfyui_setup.sh,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/extract_schema.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/fetch_logs.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/hardware_check.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/health_check.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/run_batch.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/run_workflow.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/scripts/ws_monitor.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/tests/README.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/tests/conftest.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/tests/test_check_deps.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/tests/test_cloud_integration.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/tests/test_common.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/tests/test_extract_schema.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/tests/test_run_workflow.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/README.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/animatediff_video.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/flux_dev_txt2img.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/sd15_txt2img.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/sdxl_img2img.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/sdxl_inpaint.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/sdxl_txt2img.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/upscale_4x.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/comfyui/workflows/wan_video_t2v.json,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/design-md/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/design-md/templates/starter.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
