aegis_path,subsystem,aegis_lines,hermes_counterpart,hermes_lines,match_reason,parity_action
aegis/builtin_skills/creative/comfyui/workflows/upscale_4x.json,skills-bundled,28,skills/creative/comfyui/workflows/upscale_4x.json,28,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/comfyui/workflows/wan_video_t2v.json,skills-bundled,70,skills/creative/comfyui/workflows/wan_video_t2v.json,70,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/design-md/SKILL.md,skills-bundled,200,skills/creative/design-md/SKILL.md,200,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/design-md/templates/starter.md,skills-bundled,100,skills/creative/design-md/templates/starter.md,100,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/SKILL.md,skills-bundled,200,skills/creative/excalidraw/SKILL.md,200,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/references/colors.md,skills-bundled,45,skills/creative/excalidraw/references/colors.md,45,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/references/dark-mode.md,skills-bundled,69,skills/creative/excalidraw/references/dark-mode.md,69,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/references/examples.md,skills-bundled,142,skills/creative/excalidraw/references/examples.md,142,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/scripts/upload.py,skills-bundled,134,skills/creative/excalidraw/scripts/upload.py,134,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/humanizer/LICENSE,skills-bundled,22,skills/creative/humanizer/LICENSE,22,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/humanizer/SKILL.md,skills-bundled,579,skills/creative/humanizer/SKILL.md,579,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/README.md,skills-bundled,24,skills/creative/manim-video/README.md,24,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/SKILL.md,skills-bundled,270,skills/creative/manim-video/SKILL.md,270,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/animation-design-thinking.md,skills-bundled,162,skills/creative/manim-video/references/animation-design-thinking.md,162,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/animations.md,skills-bundled,283,skills/creative/manim-video/references/animations.md,283,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/camera-and-3d.md,skills-bundled,136,skills/creative/manim-video/references/camera-and-3d.md,136,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/decorations.md,skills-bundled,203,skills/creative/manim-video/references/decorations.md,203,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/equations.md,skills-bundled,217,skills/creative/manim-video/references/equations.md,217,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/graphs-and-data.md,skills-bundled,164,skills/creative/manim-video/references/graphs-and-data.md,164,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/mobjects.md,skills-bundled,334,skills/creative/manim-video/references/mobjects.md,334,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/paper-explainer.md,skills-bundled,256,skills/creative/manim-video/references/paper-explainer.md,256,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/production-quality.md,skills-bundled,191,skills/creative/manim-video/references/production-quality.md,191,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/rendering.md,skills-bundled,186,skills/creative/manim-video/references/rendering.md,186,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/scene-planning.md,skills-bundled,119,skills/creative/manim-video/references/scene-planning.md,119,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/troubleshooting.md,skills-bundled,136,skills/creative/manim-video/references/troubleshooting.md,136,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/updaters-and-trackers.md,skills-bundled,261,skills/creative/manim-video/references/updaters-and-trackers.md,261,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/visual-design.md,skills-bundled,125,skills/creative/manim-video/references/visual-design.md,125,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/scripts/setup.sh,skills-bundled,15,skills/creative/manim-video/scripts/setup.sh,15,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/README.md,skills-bundled,65,skills/creative/p5js/README.md,65,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/SKILL.md,skills-bundled,557,skills/creative/p5js/SKILL.md,557,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/animation.md,skills-bundled,440,skills/creative/p5js/references/animation.md,440,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/color-systems.md,skills-bundled,353,skills/creative/p5js/references/color-systems.md,353,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/core-api.md,skills-bundled,411,skills/creative/p5js/references/core-api.md,411,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/export-pipeline.md,skills-bundled,567,skills/creative/p5js/references/export-pipeline.md,567,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/interaction.md,skills-bundled,399,skills/creative/p5js/references/interaction.md,399,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/shapes-and-geometry.md,skills-bundled,301,skills/creative/p5js/references/shapes-and-geometry.md,301,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/troubleshooting.md,skills-bundled,533,skills/creative/p5js/references/troubleshooting.md,533,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/typography.md,skills-bundled,303,skills/creative/p5js/references/typography.md,303,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/visual-effects.md,skills-bundled,896,skills/creative/p5js/references/visual-effects.md,896,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/webgl-and-3d.md,skills-bundled,424,skills/creative/p5js/references/webgl-and-3d.md,424,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/export-frames.js,skills-bundled,180,skills/creative/p5js/scripts/export-frames.js,180,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/render.sh,skills-bundled,109,skills/creative/p5js/scripts/render.sh,109,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/serve.sh,skills-bundled,29,skills/creative/p5js/scripts/serve.sh,29,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/setup.sh,skills-bundled,88,skills/creative/p5js/scripts/setup.sh,88,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
